word,index,count
knækkede,10319,465
knækket,10320,404
ko,10321,1247
koblet,10322,278
koch,10323,2119
kock,10324,305
koda,10325,974
kode,10326,649
koden,10327,296
kodicil,10328,497
kodicillen,10329,574
koed,10330,201
koefoed,10331,438
koen,10332,791
kofod,10333,322
kofoed,10334,585
kofoeds,10335,268
kognitive,10336,552
kok,10337,432
kokain,10338,1886
kokainen,10339,250
kokkedal,10340,735
koks,10341,402
koktvedgaard,10342,422
kold,10343,463
kolde,10344,268
kolding,10345,7574
koldings,10346,335
koldt,10347,425
kollega,10348,2573
kollegaen,10349,423
kollegaer,10350,726
kolleger,10351,1624
kollegerne,10352,341
kollegiet,10353,226
kollektion,10354,240
kollektiv,10355,1240
kollektive,10356,1690
kollektivt,10357,270
kolli,10358,322
kolliderede,10359,231
kollision,10360,653
kollisionen,10361,1718
kolmos,10362,222
kolonihaveforbundet,10363,309
kolonne,10364,362
kom,10365,58858
kombination,10366,1472
kombinationen,10367,322
kombinerede,10368,299
kombineret,10369,1047
komfur,10370,272
komfuret,10371,272
komiteen,10372,342
komité,10373,442
komitéen,10374,254
komm,10375,968
kommanditist,10376,487
kommanditister,10377,599
kommanditisterne,10378,885
kommanditisternes,10379,264
kommanditselskab,10380,491
kommanditselskaber,10381,317
kommanditselskabet,10382,1929
kommanditselskabets,10383,867
kommando,10384,352
komme,10385,31281
kommen,10386,1483
kommende,10387,4440
kommentar,10388,1103
kommentaren,10389,243
kommentarer,10390,2981
kommentere,10391,489
kommenterede,10392,565
kommenteret,10393,1548
kommer,10394,22189
kommerciel,10395,879
kommercielle,10396,1101
kommercielt,10397,456
kommet,10398,16679
kommis,10399,474
kommissarius,10400,277
kommission,10401,2071
kommissionen,10402,4659
kommissionens,10403,2051
kommissionær,10404,586
kommunal,10405,1398
kommunalbestyrelse,10406,984
kommunalbestyrelsen,10407,3453
kommunalbestyrelsens,10408,992
kommunaldirektør,10409,279
kommunale,10410,4942
kommunalt,10411,779
kommune,10412,45547
kommunehospital,10413,447
kommunehospitalet,10414,335
kommunehospitalets,10415,226
kommuneingeniør,10416,236
kommunekontoret,10417,226
kommunen,10418,34596
kommunens,10419,11967
kommuneplan,10420,427
kommuneplanen,10421,520
kommuneplanlovens,10422,410
kommuneplantillæg,10423,222
kommuner,10424,3534
kommunerne,10425,2181
kommunernes,10426,1857
kommuners,10427,279
kommunes,10428,8099
kommuneskat,10429,317
kommunevejen,10430,209
kommunikation,10431,1232
kommunikationen,10432,308
kommunikere,10433,353
komne,10434,486
kompagni,10435,900
kompagniet,10436,1057
kompagniets,10437,259
kompagniskab,10438,214
kompagnon,10439,472
kompensation,10440,4383
kompensationen,10441,321
kompensere,10442,487
kompenseres,10443,291
kompenseret,10444,306
kompetence,10445,5830
kompetencen,10446,646
kompetencer,10447,914
kompetent,10448,1957
kompetente,10449,1543
kompleks,10450,387
komplekse,10451,299
kompleksitet,10452,369
komplementar,10453,295
komplementaren,10454,387
komplementarselskabet,10455,209
komplet,10456,550
komplicerede,10457,596
kompliceret,10458,796
komplikation,10459,325
komplikationer,10460,789
komponent,10461,203
komponenter,10462,867
kon,10463,238
koncentration,10464,677
koncentrationen,10465,241
koncentrationer,10466,228
koncentrationsbesvær,10467,313
koncentrere,10468,370
koncentrerede,10469,215
koncentreret,10470,412
koncept,10471,714
konceptet,10472,406
koncern,10473,865
koncernen,10474,4823
koncernens,10475,1930
koncernforbundne,10476,448
koncerninterne,10477,230
koncession,10478,427
koncessionen,10479,347
konciperet,10480,600
kondrup,10481,655
konduktør,10482,204
kone,10483,2734
konen,10484,208
konfektion,10485,271
konference,10486,430
konferencen,10487,261
konfirmation,10488,352
konfiskation,10489,5337
konfiskationen,10490,383
konfiskationspåstand,10491,246
konfiskationspåstanden,10492,566
konfiskere,10493,286
konfiskerede,10494,207
konfiskeredes,10495,241
konfiskeres,10496,1237
konfiskeret,10497,562
konflikt,10498,1725
konflikten,10499,1103
konflikter,10500,773
kong,10501,593
kongelig,10502,623
kongelige,10503,934
kongeligt,10504,338
kongen,10505,455
kongens,10506,673
kongensgade,10507,404
kongeriget,10508,359
kongevej,10509,439
kongevejen,10510,208
kongres,10511,245
kongressen,10512,291
konkludere,10513,594
konkluderede,10514,753
konkluderer,10515,687
konkluderes,10516,896
konkluderet,10517,510
konklusion,10518,5483
konklusionen,10519,1871
konklusioner,10520,670
konklusionerne,10521,224
konkret,10522,12301
konkrete,10523,12977
konkretiseret,10524,320
konkurrence,10525,4067
konkurrenceankenævnet,10526,524
konkurrenceankenævnets,10527,319
konkurrencebegrænsende,10528,826
konkurrenceklausul,10529,1180
konkurrenceklausulen,10530,1120
konkurrenceloven,10531,549
konkurrencelovens,10532,2472
konkurrencemyndighederne,10533,280
konkurrencemæssige,10534,230
konkurrencen,10535,2951
konkurrencereglerne,10536,219
konkurrenceretlige,10537,217
konkurrencerådet,10538,1429
konkurrencerådets,10539,921
konkurrencestyrelsen,10540,691
konkurrencestyrelsens,10541,203
konkurrent,10542,716
konkurrenter,10543,1428
konkurrenterne,10544,234
konkurrere,10545,464
konkurrerende,10546,2346
konkurrerer,10547,245
konkurs,10548,15144
konkursbegæring,10549,2544
konkursbegæringen,10550,1360
konkursbehandling,10551,3286
konkursbehandlingen,10552,368
konkursbo,10553,5556
konkursboer,10554,504
konkursboerne,10555,471
konkursboet,10556,10215
konkursboets,10557,1901
konkursdekret,10558,1138
konkursdekretet,10559,497
konkursdekretets,10560,470
konkursen,10561,3107
konkursens,10562,1134
konkurskarantæne,10563,1942
konkurslov,10564,319
konkursloven,10565,1323
konkurslovens,10566,15458
konkursramte,10567,674
konkursregulering,10568,224
konkursret,10569,221
konnekse,10570,235
konnossement,10571,1279
konnossementer,10572,668
konnossementerne,10573,684
konnossementet,10574,1590
konnossementets,10575,315
konsekvens,10576,3341
konsekvensen,10577,1212
konsekvenser,10578,4073
konsekvenserne,10579,1357
konsekvent,10580,630
konservative,10581,235
konsignation,10582,454
konsortieaftalen,10583,664
konsortier,10584,294
konsortiet,10585,1744
konsortiets,10586,441
konsortium,10587,759
konstant,10588,1254
konstante,10589,339
konstatere,10590,3656
konstaterede,10591,7733
konstateredes,10592,2070
konstaterer,10593,439
konstateres,10594,3914
konstateret,10595,10418
konstatering,10596,1018
konstateringen,10597,233
konstituerede,10598,539
konstitueret,10599,348
konstrueret,10600,745
konstruktion,10601,2228
konstruktionen,10602,973
konstruktioner,10603,548
konstruktive,10604,285
konsul,10605,793
konsulent,10606,3017
konsulentbistand,10607,246
konsulenten,10608,358
konsulenter,10609,597
konsulenterne,10610,205
konsultation,10611,538
konsultationer,10612,208
konsulteret,10613,204
kontakt,10614,14818
kontakte,10615,2261
kontaktede,10616,4714
kontakten,10617,2001
kontakter,10618,1225
kontaktes,10619,237
kontaktet,10620,3646
kontaktperson,10621,551
kontant,10622,11011
kontantbeløb,10623,331
kontante,10624,3728
kontanter,10625,1161
kontanthjælp,10626,1016
kontantlån,10627,255
kontantpris,10628,381
kontantværdi,10629,284
kontekst,10630,379
konti,10631,2217
kontiene,10632,210
kontingent,10633,1224
kontingentet,10634,304
kontinuerlig,10635,221
kontinuerligt,10636,571
konto,10637,11007
kontoen,10638,3894
kontoens,10639,247
kontokort,10640,230
kontokurant,10641,271
kontonr,10642,226
kontonummer,10643,285
kontor,10644,9967
kontorarbejde,10645,383
kontorassistent,10646,707
kontorchef,10647,2083
kontordame,10648,206
kontorer,10649,773
kontoret,10650,4371
kontorets,10651,277
kontorfunktionærernes,10652,840
kontorist,10653,380
kontorlokaler,10654,208
kontormedhjælperforbund,10655,213
kontoudskrift,10656,240
kontoudskrifter,10657,206
kontoudtog,10658,1080
kontra,10659,276
kontraappellanten,10660,1056
kontraappellantens,10661,215
kontraappellanterne,10662,208
kontrabog,10663,410
kontracitanten,10664,1939
kontracitantens,10665,370
kontracitanterne,10666,712
kontradiktion,10667,201
kontraherede,10668,201
kontraherende,10669,1152
kontraheret,10670,259
kontrakt,10671,14590
kontraktbrud,10672,235
kontrakten,10673,18603
kontraktens,10674,5088
kontrakter,10675,4498
kontrakterne,10676,1816
kontrakternes,10677,242
kontraktforhold,10678,593
kontraktforholdet,10679,288
kontraktlige,10680,251
kontraktmæssig,10681,639
kontraktmæssige,10682,608
kontraktmæssigt,10683,323
kontrakts,10684,405
kontraktsforhold,10685,572
kontraktsforholdet,10686,360
kontraktudkast,10687,255
kontrasagen,10688,607
kontrasagsøgeren,10689,265
kontrol,10690,8175
kontrolbesøg,10691,536
kontrolbesøget,10692,265
kontrolforanstaltninger,10693,243
kontrollen,10694,1356
kontroller,10695,327
kontrollere,10696,2091
kontrollerede,10697,1534
kontrollerende,10698,391
kontrollerer,10699,453
kontrolleres,10700,528
kontrolleret,10701,1727
kontrollør,10702,273
konvention,10703,1148
konventionalbod,10704,640
konventionen,10705,2043
konventionens,10706,1603
konventioner,10707,379
konvertere,10708,216
konverteret,10709,276
konvertering,10710,402
konvertible,10711,230
kooperative,10712,215
koordinering,10713,382
kop,10714,252
kopi,10715,8305
kopien,10716,250
kopier,10717,1209
kopiere,10718,280
kopieret,10719,345
kopiering,10720,506
kopp,10721,210
korfits,10722,275
korn,10723,2435
kornerup,10724,237
kornet,10725,375
korpset,10726,233
korrekt,10727,11634
korrekte,10728,2111
korrektion,10729,732
korrektioner,10730,325
korrespondance,10731,4318
korrespondancen,10732,1357
korresponderede,10733,213
korresponderende,10734,363
korrigere,10735,354
korrigerede,10736,369
korrigeres,10737,246
korrigeret,10738,646
korrosion,10739,277
korrosionsbeskyttelse,10740,219
kors,10741,448
korsgaard,10742,588
korsør,10743,1425
kort,10744,22394
kortbilag,10745,327
korte,10746,2230
kortene,10747,417
kortere,10748,3834
kortet,10749,1431
kortfattet,10750,268
kortfristede,10751,202
kortlægning,10752,248
kortvarig,10753,655
kortvarige,10754,855
kortvarigt,10755,889
kosan,10756,231
kosovo,10757,837
kost,10758,2053
koste,10759,2032
kostede,10760,1132
kosten,10761,229
koster,10762,1717
kostet,10763,864
kostpenge,10764,430
kostpris,10765,440
kostprisen,10766,233
kote,10767,335
kp,10768,308
kpmg,10769,527
kr,10770,551339
krabbe,10771,408
kraft,10772,12833
kraftig,10773,1664
kraftige,10774,1007
kraftigere,10775,243
kraftigt,10776,1933
kraftvarmeværk,10777,460
kraftvarmeværker,10778,201
krag,10779,640
kragh,10780,712
kran,10781,520
kranen,10782,855
kraner,10783,239
kraniebrud,10784,321
kraniet,10785,206
krarup,10786,586
krav,10787,107842
kravene,10788,5959
kravenes,10789,229
kravet,10790,25494
kravets,10791,1785
kravlede,10792,204
kreaturer,10793,1546
kreaturerne,10794,488
kreaturhandler,10795,256
krebs,10796,343
kredit,10797,5041
kreditaftale,10798,221
kreditaftaleloven,10799,218
kreditaftalelovens,10800,1047
kreditaftaler,10801,204
krediterede,10802,230
krediteret,10803,872
kreditering,10804,261
kreditfaciliteter,10805,206
kreditforening,10806,1044
kreditforeningen,10807,2322
kreditforeningens,10808,302
kreditforeninger,10809,255
kreditforeningslån,10810,588
kreditgivning,10811,312
kreditkassen,10812,205
kreditkort,10813,301
kreditkøbslovens,10814,340
kreditnota,10815,370
kreditnotaer,10816,266
kreditor,10817,6400
kreditorer,10818,8104
kreditorerne,10819,3221
kreditorernes,10820,618
kreditorers,10821,745
kreditorforfølgning,10822,353
kreditors,10823,1241
kreditspilde,10824,363
kreditten,10825,1018
kreditter,10826,341
kreditvurdering,10827,237
kreditværdighed,10828,201
kreds,10829,2058
kredsbestyrelsen,10830,235
kredse,10831,393
kredsen,10832,663
kredslægen,10833,286
kredsløb,10834,297
kresten,10835,235
krig,10836,707
krigen,10837,1080
krigens,10838,307
krigs,10839,234
krigsforanstaltninger,10840,311
krigsforsikring,10841,273
krigsforsikringen,10842,565
krigsministeriet,10843,304
kriminal,10844,1705
kriminalassistent,10845,600
kriminalforsorgen,10846,3787
kriminalforsorgens,10847,1058
kriminalitet,10848,5930
kriminaliteten,10849,351
kriminalitetens,10850,589
kriminallovens,10851,243
kriminalpolitiet,10852,322
kriminalret,10853,518
kriminalrets,10854,1250
kriminalretten,10855,791
kriminalteknisk,10856,242
kriminel,10857,666
kriminelle,10858,1638
kriminelt,10859,260
krise,10860,409
kristelig,10861,767
kristen,10862,432
kristensen,10863,6074
kristensens,10864,348
kristian,10865,3971
kristiansen,10866,1133
kristine,10867,773
kristoffersen,10868,284
kriterier,10869,2479
kriterierne,10870,726
kriteriet,10871,525
kriterium,10872,1003
kritik,10873,2098
kritikken,10874,223
kritisabelt,10875,203
kritisable,10876,210
kritisere,10877,553
kritiserede,10878,206
kritiseres,10879,304
kritiseret,10880,372
kritisk,10881,942
kritiske,10882,683
krka,10883,309
kro,10884,1104
kroen,10885,765
krog,10886,948
krogh,10887,1382
krogsgaard,10888,346
kroman,10889,594
kromann,10890,547
kronborg,10891,433
krone,10892,800
kroner,10893,23291
kronisk,10894,1391
kroniske,10895,682
krop,10896,419
kroppen,10897,1698
kruse,10898,2688
kryds,10899,847
krydsede,10900,237
krydset,10901,2773
kræft,10902,416
kræfter,10903,559
krænke,10904,787
krænkede,10905,662
krænkelse,10906,6506
krænkelsen,10907,803
krænkelser,10908,1399
krænkelserne,10909,333
krænkende,10910,1234
krænker,10911,925
krænket,10912,2983
kræve,10913,14535
krævede,10914,9557
krævedes,10915,738
krævende,10916,302
kræver,10917,6811
kræves,10918,11185
krævet,10919,4185
krüger,10920,353
ks,10921,297
kst,10922,18247
kt,10923,472
ktas,10924,311
kto,10925,309
kudsk,10926,237
kuffert,10927,383
kufferten,10928,223
kugle,10929,214
kul,10930,2009
kuld,10931,346
kullene,10932,309
kultur,10933,687
kulturelle,10934,574
kulturministeriet,10935,453
kumulation,10936,567
kun,10937,102623
kunde,10938,45460
kundebesøg,10939,212
kundeforhold,10940,328
kundekreds,10941,1061
kundekredsen,10942,346
kunden,10943,5370
kundens,10944,1193
kunder,10945,14902
kunderne,10946,5463
kundernes,10947,595
kunders,10948,357
kundes,10949,291
kundgørelse,10950,428
kundskab,10951,1428
kunne,10952,262864
kunnet,10953,19579
kunst,10954,468
kunsthandler,10955,382
kunstig,10956,626
kunstige,10957,206
kunstigt,10958,394
kunstner,10959,255
kunstnere,10960,429
kunstnerisk,10961,652
kunstneriske,10962,740
kunstnerret,10963,293
kunstværk,10964,203
kuponer,10965,255
kur,10966,302
kurator,10967,9663
kuratorer,10968,399
kuratorerne,10969,823
kurators,10970,1761
kurs,10971,7659
kursavance,10972,200
kursen,10973,2813
kurser,10974,1798
kurserne,10975,430
kurset,10976,553
kursgevinst,10977,366
kursgevinster,10978,372
kursgevinstloven,10979,304
kursgevinstlovens,10980,700
kursister,10981,234
kursmanipulation,10982,433
kurstab,10983,1000
kurstabet,10984,208
kursus,10985,1375
kursusvirksomhed,10986,227
kursværdi,10987,747
kursværdien,10988,415
kurt,10989,4854
kurtage,10990,241
kurve,10991,380
kurven,10992,261
kusine,10993,229
kusk,10994,406
kusken,10995,320
kutter,10996,350
kutteren,10997,911
kutyme,10998,1962
kuvert,10999,295
kuverter,11000,269
kuwait,11001,338
kv,11002,892
kvadratalen,11003,224
kvadratmeter,11004,626
kvalificerede,11005,553
kvalificeres,11006,263
kvalificeret,11007,1862
kvalifikationer,11008,1249
kvalitet,11009,4221
kvaliteten,11010,1103
kvaliteter,11011,245
kvalme,11012,325
kvanta,11013,409
kvantum,11014,2310
kvartal,11015,2853
kvartaler,11016,338
kvartalsvis,11017,366
kvarter,11018,1739
kvarteret,11019,800
kvarterets,11020,211
kvickly,11021,351
kvie,11022,413
kvien,11023,503
kvier,11024,795
kvierne,11025,352
kvinde,11026,3397
kvindelig,11027,557
kvindelige,11028,595
kvinden,11029,677
kvinder,11030,2419
kvinderne,11031,201
kvist,11032,334
kvittere,11033,818
kvitterede,11034,758
kvitteret,11035,1188
kvittering,11036,2683
kvitteringen,11037,632
kvitteringer,11038,751
kvm,11039,1137
kvæg,11040,397
kvælning,11041,288
kvælstof,11042,278
kvæstelser,11043,592
kvæstet,11044,200
kw,11045,235
kwh,11046,423
kyllinger,11047,282
kyndby,11048,256
kyndig,11049,288
kyndige,11050,204
kyst,11051,471
kysten,11052,576
kåre,11053,308
kæde,11054,503
kæden,11055,548
kæder,11056,250
kælder,11057,1259
kælderen,11058,2463
kælderetagen,11059,235
kælderrum,11060,635
kæmpe,11061,310
kære,11062,13541
kæreafgiften,11063,672
kærede,11064,1821
kærefristen,11065,360
kærefristens,11066,242
kæremaalet,11067,222
kæremaalets,11068,578
kæremål,11069,1297
kæremålet,11070,4800
kæremålets,11071,1059
kæremålsomkostninger,11072,1185
kæremålsudvalgs,11073,862
kæren,11074,723
kærende,11075,19816
kærendes,11076,5022
kærer,11077,358
kæres,11078,867
kæresag,11079,227
kæresagen,11080,723
kæresagens,11081,335
kæreskrift,11082,2557
kæreskriftet,11083,1662
kæreste,11084,2381
kæresten,11085,271
kærester,11086,434
kæresvarskrift,11087,279
kæret,11088,2901
kæretilladelse,11089,258
køb,11090,16514
købe,11091,10306
købekontrakt,11092,2504
købekontrakten,11093,2104
købekontraktens,11094,447
købekontrakter,11095,415
købeloven,11096,270
købelovens,11097,1901
købende,11098,367
købene,11099,263
københavn,11100,26543
københavns,11101,34464
københavnsk,11102,399
københavnske,11103,1252
køber,11104,13131
købere,11105,2715
køberen,11106,10198
køberens,11107,1621
køberet,11108,621
køberetten,11109,459
køberne,11110,4027
købernes,11111,522
købers,11112,1798
købes,11113,1124
købesum,11114,5828
købesummen,11115,13887
købesummens,11116,810
købesummerne,11117,340
købet,11118,9957
købmagergade,11119,324
købmand,11120,5008
købmanden,11121,306
købmandsforretning,11122,234
købmænd,11123,282
købs,11124,370
købsaftale,11125,1309
købsaftalen,11126,2424
købsaftalens,11127,539
købspris,11128,506
købsprisen,11129,562
købstad,11130,4390
købstads,11131,3621
købstidspunktet,11132,373
købstilbud,11133,883
købstilbuddet,11134,215
købstædernes,11135,372
købt,11136,13478
købte,11137,15698
kød,11138,1085
kødet,11139,588
køer,11140,1464
køerne,11141,587
køge,11142,2867
køkken,11143,2081
køkkener,11144,202
køkkenet,11145,1825
køle,11146,246
køleanlæg,11147,325
kølendorf,11148,335
kølerum,11149,248
kølerummet,11150,236
køleskab,11151,343
køn,11152,867
kønig,11153,243
kønsdel,11154,461
kønsdele,11155,236
kønslem,11156,394
kønslig,11157,1042
kønsligt,11158,508
køre,11159,9122
kørebane,11160,912
kørebanehalvdel,11161,393
kørebanen,11162,2416
kørebanens,11163,240
kørekort,11164,3707
kørekortet,11165,330
kørelærer,11166,336
kørende,11167,3149
køreprøve,11168,309
kører,11169,2470
køres,11170,694
kørestol,11171,209
køretid,11172,381
køretiden,11173,202
køretøj,11174,4889
køretøjer,11175,2435
køretøjerne,11176,499
køretøjet,11177,3478
køretøjets,11178,638
kørsel,11179,12957
kørselen,11180,523
kørselsforbud,11181,255
kørselsgodtgørelse,11182,555
kørselsretning,11183,254
kørslen,11184,4973
kørsler,11185,805
kørslerne,11186,271
kørt,11187,8875
kørte,11188,17446
l,11189,90019
la,11190,1567
laa,11191,3868
laan,11192,4043
laane,11193,428
laanet,11194,1323
laanets,11195,253
laant,11196,407
laante,11197,286
label,11198,347
laboratoriet,11199,328
laboratorium,11200,703
lac,11201,249
lad,11202,619
ladbrokes,11203,267
lade,11204,17875
ladegaard,11205,284
laden,11206,732
lader,11207,2363
lades,11208,252
ladet,11209,8278
lading,11210,312
ladning,11211,3365
ladningen,11212,3555
ladningens,11213,562
ladninger,11214,331
ladningsmodtagerne,11215,218
ladt,11216,334
lag,11217,1533
lagde,11218,8836
lagdes,11219,961
lage,11220,287
lager,11221,3607
lageret,11222,1792
lagerprincippet,11223,264
lagre,11224,270
lagt,11225,26660
lagte,11226,254
lagtingslov,11227,226
laila,11228,287
lait,11229,256
lam,11230,292
lamico,11231,489
lamicos,11232,263
lammelse,11233,370
lampe,11234,515
lampen,11235,585
lamper,11236,821
lamperne,11237,373
lanceret,11238,209
land,11239,8869
landboforeninger,11240,277
landbrug,11241,2366
landbruget,11242,665
landbrugets,11243,840
landbrugs,11244,578
landbrugsejendom,11245,2114
landbrugsejendomme,11246,821
landbrugsejendommen,11247,629
landbrugsjord,11248,530
landbrugslovens,11249,263
landbrugsmaskiner,11250,234
landbrugsmedhjælper,11251,240
landbrugsministeriet,11252,1607
landbrugsministeriets,11253,818
landbrugsmæssige,11254,225
lande,11255,4476
landede,11256,307
landejendom,11257,725
landejendomme,11258,208
landene,11259,218
landes,11260,366
landet,11261,15562
landets,11262,1196
landevej,11263,1040
landevejen,11264,1188
landing,11265,348
landinspektør,11266,1751
landinspektøren,11267,418
landmand,11268,1445
landmandsbank,11269,440
landmandsbanken,11270,672
landmandsbankens,11271,217
landmænd,11272,516
lands,11273,997
landsbank,11274,412
landsby,11275,222
landsbyen,11276,204
landsdommer,11277,456
landsdommerne,11278,561
landsdækkende,11279,1113
landsforbund,11280,482
landsforening,11281,929
landsforeningen,11282,734
landskabelige,11283,313
landskabet,11284,229
landsorganisationen,11285,228
landsover,11286,5644
landsoverenskomsten,11287,235
landsoverrets,11288,1577
landsoverrettens,11289,1185
landsoverskatteraadet,11290,217
landsret,11291,60133
landsrets,11292,40520
landsretsdom,11293,378
landsretsdommen,11294,520
landsretspræsidenternes,11295,260
landsretssag,11296,242
landsretssagen,11297,215
landsretssagf,11298,8550
landsretssagfører,11299,13545
landsretssagføreren,11300,268
landsretten,11301,116220
landsrettens,11302,31315
landsretterne,11303,250
landssamarbejdsudvalget,11304,231
landsskatteretten,11305,8063
landsskatterettens,11306,3520
landsstyret,11307,257
landvæsenskommission,11308,296
landvæsenskommissionen,11309,680
landvæsenskommissionens,11310,290
landzone,11311,707
landzoneloven,11312,207
landzonetilladelse,11313,449
lang,11314,10628
langballe,11315,337
langdrag,11316,227
lange,11317,4536
langholz,11318,235
langkjær,11319,206
langs,11320,4749
langsigtede,11321,209
langsigtet,11322,206
langsom,11323,579
langsommere,11324,213
langsomt,11325,1396
langt,11326,11828
langtfra,11327,289
langvarig,11328,1372
langvarige,11329,1346
langvarigt,11330,504
lannung,11331,264
lanterne,11332,440
lanterner,11333,232
larm,11334,293
lars,11335,11279
larsen,11336,22104
larsens,11337,2064
larsson,11338,319
lasse,11339,971
lassen,11340,2443
last,11341,2682
lastas,11342,426
lastautomobil,11343,476
lastautomobilet,11344,210
lastbil,11345,1770
lastbilen,11346,1715
lastbilens,11347,288
lastbiler,11348,1015
laste,11349,340
lasten,11350,1565
lastet,11351,514
lastmotorvogn,11352,668
lastmotorvognen,11353,321
lastning,11354,409
lastningen,11355,356
lastrum,11356,645
lastrummet,11357,410
lastvogn,11358,789
lastvogne,11359,322
lastvognen,11360,860
lastvognens,11361,277
latent,11362,295
latente,11363,341
lau,11364,216
lauge,11365,253
laugesen,11366,220
lauget,11367,333
laura,11368,432
laurids,11369,438
lauridsen,11370,1143
laurits,11371,981
lauritsen,11372,405
lauritz,11373,847
lauritzen,11374,1881
lauritzens,11375,253
laursen,11376,2477
laursens,11377,244
lav,11378,3076
lave,11379,7244
lavede,11380,3740
laver,11381,1216
lavere,11382,7411
laves,11383,1599
lavest,11384,265
laveste,11385,1168
lavet,11386,8017
lavt,11387,2046
lavværge,11388,312
law,11389,1014
lb,11390,341
lbkg,11391,3118
ld,11392,367
le,11393,1892
learn,11394,344
lease,11395,573
leasede,11396,652
leaset,11397,346
leasing,11398,1702
leasingaftale,11399,467
leasingaftalen,11400,545
leasingaftaler,11401,290
leasinggiver,11402,206
leasingkontrakt,11403,261
leasingkontrakten,11404,346
leasingkontrakter,11405,235
leasingselskabet,11406,255
leasingtager,11407,414
led,11408,19789
leddet,11409,318
lede,11410,1275
ledede,11411,541
ledelse,11412,6279
ledelsen,11413,5302
ledelsens,11414,947
ledelses,11415,242
ledelsesmæssige,11416,283
ledende,11417,1604
leder,11418,5407
ledere,11419,847
lederen,11420,871
lederne,11421,258
ledernes,11422,283
ledes,11423,1711
ledet,11424,862
ledig,11425,1277
ledige,11426,1665
ledighed,11427,244
ledighedsydelse,11428,259
ledning,11429,1047
ledningen,11430,1228
ledninger,11431,1967
ledningerne,11432,680
ledningsejer,11433,200
ledningsejere,11434,205
ledningsejeren,11435,314
ledningsnet,11436,246
ledningsnettet,11437,288
ledsagede,11438,264
ledsagelse,11439,279
ledsagende,11440,250
ledsager,11441,229
ledsaget,11442,1102
ledte,11443,313
lee,11444,232
leg,11445,448
legal,11446,1017
legale,11447,543
legat,11448,945
legater,11449,569
legatet,11450,760
legatets,11451,355
lege,11452,437
legede,11453,360
legeme,11454,822
legemet,11455,218
legemlig,11456,549
legemlige,11457,339
legemsangreb,11458,643
legemsbeskadigelse,11459,483
legepladsen,11460,243
legetøj,11461,343
legitimation,11462,853
legitime,11463,384
legitimeret,11464,483
legitimt,11465,414
lego,11466,1033
lehmann,11467,583
leif,11468,3580
leifer,11469,274
leje,11470,18430
lejeafgift,11471,221
lejeaftale,11472,963
lejeaftalen,11473,1616
lejeaftalens,11474,370
lejeaftaler,11475,343
lejebeløb,11476,471
lejebetaling,11477,268
lejede,11478,6403
lejedes,11479,1690
lejefastsættelse,11480,353
lejefastsættelsen,11481,268
lejeforhold,11482,677
lejeforholdet,11483,819
lejeforholdets,11484,205
lejeforhøjelse,11485,3459
lejeforhøjelsen,11486,790
lejeforhøjelser,11487,766
lejeindtægt,11488,715
lejeindtægten,11489,314
lejeindtægter,11490,652
lejeindtægterne,11491,241
lejekontrakt,11492,3964
lejekontrakten,11493,4412
lejekontraktens,11494,1152
lejekontrakter,11495,864
lejekontrakterne,11496,434
lejelov,11497,260
lejeloven,11498,1465
lejelovene,11499,313
lejelovens,11500,8528
lejelovgivningen,11501,495
lejelovgivningens,11502,314
lejemaal,11503,1085
lejemaalet,11504,1756
lejemaalets,11505,351
lejemål,11506,8000
lejemålene,11507,587
lejemålet,11508,10197
lejemålets,11509,1318
lejen,11510,8090
lejenedsættelse,11511,298
lejeniveauet,11512,294
lejens,11513,817
lejeperioden,11514,340
lejer,11515,7975
lejerbo,11516,200
lejere,11517,3695
lejeregulering,11518,345
lejeren,11519,5938
lejerens,11520,1230
lejeres,11521,224
lejeret,11522,216
lejerforening,11523,201
lejerne,11524,4401
lejernes,11525,764
lejers,11526,1121
lejes,11527,219
lejet,11528,3798
lejevilkår,11529,227
lejeværdi,11530,548
lejeværdien,11531,484
lejlighed,11532,24207
lejligheden,11533,13724
lejlighedens,11534,816
lejligheder,11535,6204
lejlighederne,11536,1488
lejlighedsvis,11537,721
lejr,11538,211
lejre,11539,208
lejren,11540,340
lektor,11541,657
lem,11542,1200
leman,11543,458
lempe,11544,340
lempeligere,11545,290
lempelse,11546,1052
lempelser,11547,266
lempes,11548,280
lempet,11549,228
lemvig,11550,1372
lene,11551,3034
lennart,11552,434
lensgreve,11553,254
leo,11554,1264
leon,11555,307
ler,11556,670
lerche,11557,593
less,11558,205
let,11559,6284
leth,11560,739
lethed,11561,214
letland,11562,235
lett,11563,365
lette,11564,1396
letter,11565,811
lettere,11566,2757
leve,11567,1795
levede,11568,1641
level,11569,313
levende,11570,1603
lever,11571,1871
leverance,11572,1299
leverancen,11573,981
leverancer,11574,3197
leverancerne,11575,987
leverandør,11576,2462
leverandøren,11577,1356
leverandørens,11578,261
leverandører,11579,2709
leverandørerne,11580,870
levere,11581,6584
leverede,11582,8300
leveredes,11583,568
leverer,11584,1197
leveres,11585,2929
leveret,11586,10682
levering,11587,9241
leveringen,11588,2773
leveringer,11589,851
leveringerne,11590,336
leveringsbetingelser,11591,634
leveringspligt,11592,240
leveringsstedet,11593,214
leveringstid,11594,384
leveringstiden,11595,371
levet,11596,1173
levetid,11597,1383
levin,11598,664
levinsen,11599,960
